Time[s], sclk, sdo
9.509740166666667, 0, 0
9.509741166666668, 1, 0
9.509742166666667, 0, 0
9.509743166666667, 1, 0
9.509744166666668, 0, 0
9.509745166666667, 1, 0
9.509746166666668, 0, 0
9.509747166666667, 1, 0
9.509748166666668, 0, 0
9.509749166666667, 1, 0
9.509750166666667, 0, 0
9.509751166666668, 1, 0
9.509752166666667, 0, 0
9.509753166666668, 1, 0
9.509754166666667, 0, 0
9.509755166666666, 1, 0
9.509756166666667, 0, 0
9.509757166666667, 1, 0
9.509758166666668, 0, 0
9.509759166666667, 1, 0
9.509760166666668, 0, 0
9.509761166666667, 1, 0
9.509762166666667, 0, 0
9.509763166666668, 1, 0
9.509764166666667, 0, 0
9.509765166666668, 1, 0
9.509766166666667, 0, 0
9.509767166666668, 1, 0
9.509768166666667, 0, 0
9.509769166666667, 1, 0
9.509770166666668, 0, 0
9.509771166666667, 1, 0
9.509772166666668, 0, 0
9.509773166666667, 1, 0
9.509774166666666, 0, 0
9.509775166666667, 1, 0
9.509776166666667, 0, 0
9.509777166666668, 1, 0
9.509778166666667, 0, 0
9.509779166666668, 1, 0
9.509780166666667, 0, 0
9.509781166666667, 1, 0
9.509782166666668, 0, 0
9.509783166666667, 1, 0
9.509784166666668, 0, 0
9.509785166666667, 1, 0
9.509786166666668, 0, 0
9.509787166666667, 1, 0
9.509788166666667, 0, 0
9.509789166666668, 1, 0
9.509790166666667, 0, 0
9.509791166666668, 1, 0
9.509792166666667, 0, 0
9.509793166666666, 1, 0
9.509794166666667, 0, 0
9.509795166666667, 1, 0
9.509796166666668, 0, 0
9.509797166666667, 1, 0
9.509798166666668, 0, 0
9.509799166666667, 1, 0
9.509800166666666, 0, 0
9.509801166666668, 1, 0
9.509802166666667, 0, 0
9.509803166666668, 1, 0
9.509804166666667, 0, 0
9.509805166666668, 1, 0
9.509806166666667, 0, 0
9.509807166666667, 1, 0
9.509808166666668, 0, 0
9.509809166666667, 1, 0
9.509810166666668, 0, 0
9.509811166666667, 1, 0
9.509812166666666, 0, 0
9.509813166666667, 1, 0
9.509814166666667, 0, 0
9.509815166666668, 1, 0
9.509816166666667, 0, 0
9.509817166666668, 1, 0
9.509818166666667, 0, 0
9.509819166666666, 1, 0
9.509820166666668, 0, 0
9.509821166666667, 1, 0
9.509822166666668, 0, 0
9.509823166666667, 1, 0
9.509824166666668, 0, 0
9.509825166666667, 1, 0
9.509826166666667, 0, 0
9.509827166666668, 1, 0
9.509828166666667, 0, 0
9.509829166666668, 1, 0
9.509830166666667, 0, 0
9.509831166666666, 1, 0
9.509832166666667, 0, 0
9.509833166666667, 1, 0
9.509834166666668, 0, 0
9.509835166666667, 1, 0
9.509836166666668, 0, 0
9.509837166666667, 1, 0
9.509838166666666, 0, 0
9.509839166666668, 1, 0
9.509840166666667, 0, 0
9.509841166666668, 1, 0
9.509842166666667, 0, 0
9.509843166666668, 1, 0
9.509844166666667, 0, 0
9.509845166666667, 1, 0
9.509846166666668, 0, 0
9.509847166666667, 1, 0
9.509848166666668, 0, 0
9.509849166666667, 1, 0
9.509850166666666, 0, 0
9.509851166666667, 1, 0
9.509852166666667, 0, 0
9.509853166666668, 1, 0
9.509854166666667, 0, 0
9.509855166666668, 1, 0
9.509856166666667, 0, 0
9.509857166666666, 1, 0
9.509858166666668, 0, 0
9.509859166666667, 1, 0
9.509860166666668, 0, 0
9.509861166666667, 1, 0
9.509862166666668, 0, 0
9.509863166666667, 1, 0
9.509864166666667, 0, 0
9.509865166666668, 1, 0
9.509866166666667, 0, 0
9.509867166666668, 1, 0
9.509868166666667, 0, 0
9.509869166666666, 1, 0
9.509870166666667, 0, 0
9.509871166666667, 1, 0
9.509872166666668, 0, 0
9.509873166666667, 1, 0
9.509874166666668, 0, 0
9.509875166666667, 1, 0
9.509876166666666, 0, 0
9.509877166666667, 1, 0
9.509878166666667, 0, 0
9.509879166666668, 1, 0
9.509880166666667, 0, 0
9.509881166666668, 1, 0
9.509882166666667, 0, 0
9.509883166666667, 1, 0
9.509884166666668, 0, 0
9.509885166666667, 1, 0
9.509886166666668, 0, 0
9.509887166666667, 1, 0
9.509888166666666, 0, 0
9.509889166666667, 1, 0
9.509890166666667, 0, 0
9.509891166666668, 1, 0
9.509892166666667, 0, 0
9.509893166666668, 1, 0
9.509894166666667, 0, 0
9.509895166666666, 1, 0
9.509896166666667, 0, 0
9.509897166666667, 1, 0
9.509898166666668, 0, 0
9.509899166666667, 1, 0
9.509900166666668, 0, 0
9.509901166666667, 1, 0
9.509902166666667, 0, 0
9.509903166666668, 1, 0
9.509904166666667, 0, 0
9.509905166666668, 1, 0
9.509906166666667, 0, 0
9.509907166666666, 1, 0
9.509908166666667, 0, 0
9.509909166666667, 1, 0
9.509910166666668, 0, 0
9.509911166666667, 1, 0
9.509912166666668, 0, 0
9.509913166666667, 1, 0
9.509914166666666, 0, 0
9.509915166666667, 1, 0
9.509916166666667, 0, 0
9.509917166666668, 1, 0
9.509918166666667, 0, 0
9.509919166666668, 1, 0
9.509920166666667, 0, 0
9.509921166666667, 1, 0
9.509922166666668, 0, 0
9.509923166666667, 1, 0
9.509924166666668, 0, 0
9.509925166666667, 1, 0
9.509926166666668, 0, 0
9.509927166666667, 1, 0
9.509928166666667, 0, 0
9.509929166666668, 1, 0
9.509930166666667, 0, 0
9.509931166666668, 1, 0
9.509932166666667, 0, 0
9.509933166666666, 1, 0
9.509934166666667, 0, 0
9.509935166666667, 1, 0
9.509936166666668, 0, 0
9.509937166666667, 1, 0
9.509938166666668, 0, 0
9.509939166666667, 1, 0
9.509940166666667, 0, 0
9.509941166666668, 1, 0
9.509942166666667, 0, 0
9.509943166666668, 1, 0
9.509944166666667, 0, 0
9.509945166666668, 1, 0
9.509946166666667, 0, 0
9.509947166666667, 1, 0
9.509948166666668, 0, 0
9.509949166666667, 1, 0
9.509950166666668, 0, 0
9.509951166666667, 1, 0
9.509952166666666, 0, 0
9.509953166666667, 1, 0
9.509954166666667, 0, 0
9.509955166666668, 1, 0
9.509956166666667, 0, 0
9.509957166666668, 1, 0
9.509958166666667, 0, 0
9.509959166666667, 1, 0
9.509960166666668, 0, 0
9.509961166666667, 1, 0
9.509962166666668, 0, 0
9.509963166666667, 1, 0
9.509964166666668, 0, 0
9.509965166666667, 1, 0
9.509966166666667, 0, 0
9.509967166666668, 1, 0
9.509968166666667, 0, 0
9.509969166666668, 1, 0
9.509970166666667, 0, 0
9.509971166666666, 1, 0
9.509972166666667, 0, 0
9.509973166666667, 1, 0
9.509974166666668, 0, 0
9.509975166666667, 1, 0
9.509976166666668, 0, 0
9.509977166666667, 1, 0
9.509978166666667, 0, 0
9.509979166666668, 1, 0
9.509980166666667, 0, 0
9.509981166666668, 1, 0
9.509982166666667, 0, 0
9.509983166666668, 1, 0
9.509984166666667, 0, 0
9.509985166666667, 1, 0
9.509986166666668, 0, 0
9.509987166666667, 1, 0
9.509988166666668, 0, 0
9.509989166666667, 1, 0
9.509990166666666, 0, 0
9.509991166666667, 1, 0
9.509992166666667, 0, 0
9.509993166666668, 1, 0
9.509994166666667, 0, 0
9.509995166666668, 1, 0
9.509996166666667, 0, 0
9.509997166666667, 1, 0
9.509998166666668, 0, 0
9.509999166666667, 1, 0
9.510000166666668, 0, 0
9.510001166666667, 1, 0
9.510002166666668, 0, 0
9.510003166666667, 1, 0
9.510004166666667, 0, 0
9.510005166666668, 1, 0
9.510006166666667, 0, 0
9.510007166666668, 1, 0
9.510008166666667, 0, 0
9.510009166666666, 1, 0
9.510010166666667, 0, 0
9.510011166666667, 1, 0
9.510012166666668, 0, 0
9.510013166666667, 1, 0
9.510014166666668, 0, 0
9.510015166666667, 1, 0
9.510016166666666, 0, 0
9.510017166666668, 1, 0
9.510018166666667, 0, 0
9.510019166666668, 1, 0
9.510020166666667, 0, 0
9.510021166666668, 1, 0
9.510022166666667, 0, 0
9.510023166666667, 1, 0
9.510024166666668, 0, 0
9.510025166666667, 1, 0
9.510026166666668, 0, 0
9.510027166666667, 1, 0
9.510028166666666, 0, 0
9.510029166666667, 1, 0
9.510030166666667, 0, 0
9.510031166666668, 1, 0
9.510032166666667, 0, 0
9.510033166666668, 1, 0
9.510034166666667, 0, 0
9.510035166666666, 1, 0
9.510036166666668, 0, 0
9.510037166666667, 1, 0
9.510038166666668, 0, 0
9.510039166666667, 1, 0
9.510040166666668, 0, 0
9.510041166666667, 1, 0
9.510042166666667, 0, 0
9.510043166666668, 1, 0
9.510044166666667, 0, 0
9.510045166666668, 1, 0
9.510046166666667, 0, 0
9.510047166666666, 1, 0
9.510048166666667, 0, 0
9.510049166666667, 1, 0
9.510050166666668, 0, 0
9.510051166666667, 1, 0
9.510052166666668, 0, 0
9.510053166666667, 1, 0
9.510054166666666, 0, 0
9.510055166666668, 1, 0
9.510056166666667, 0, 0
9.510057166666668, 1, 0
9.510058166666667, 0, 0
9.510059166666668, 1, 0
9.510060166666667, 0, 0
9.510061166666667, 1, 0
9.510062166666668, 0, 0
9.510063166666667, 1, 0
9.510064166666668, 0, 0
9.510065166666667, 1, 0
9.510066166666666, 0, 0
9.510067166666667, 1, 0
9.510068166666667, 0, 0
9.510069166666668, 1, 0
9.510070166666667, 0, 0
9.510071166666668, 1, 0
9.510072166666667, 0, 0
9.510073166666666, 1, 0
9.510074166666667, 0, 0
9.510075166666667, 1, 0
9.510076166666668, 0, 0
9.510077166666667, 1, 0
9.510078166666668, 0, 0
9.510079166666667, 1, 0
9.510080166666667, 0, 0
9.510081166666668, 1, 0
9.510082166666667, 0, 0
9.510083166666668, 1, 0
9.510084166666667, 0, 0
9.510085166666666, 1, 0
9.510086166666667, 0, 0
9.510087166666667, 1, 0
9.510088166666668, 0, 0
9.510089166666667, 1, 0
9.510090166666668, 0, 0
9.510091166666667, 1, 0
9.510092166666666, 0, 0
9.510093166666667, 1, 0
9.510094166666667, 0, 0
9.510095166666668, 1, 0
9.510096166666667, 0, 0
9.510097166666668, 1, 0
9.510098166666667, 0, 0
9.510099166666667, 1, 0
9.510100166666668, 0, 0
9.510101166666667, 1, 0
9.510102166666668, 0, 0
9.510103166666667, 1, 0
9.510104166666666, 0, 0
9.863909500000000, 1, 0
9.863910083333334, 0, 0
9.863911083333335, 1, 0
9.863912083333334, 0, 0
9.863913083333333, 1, 0
9.863914083333334, 0, 0
9.863915083333334, 1, 0
9.863916083333335, 0, 0
9.863917083333334, 1, 0
9.863918083333333, 0, 0
9.863919083333334, 1, 0
9.863920083333333, 0, 0
9.863921083333334, 1, 0
9.863922083333334, 0, 0
9.863923083333335, 1, 0
9.863924083333334, 0, 0
9.863925083333333, 1, 0
9.863926083333334, 0, 0
9.863927083333333, 1, 0
9.863928083333334, 0, 0
9.863929083333334, 1, 0
9.863930083333335, 0, 0
9.863931083333334, 1, 0
9.863932083333333, 0, 0
9.863933083333334, 1, 0
9.863934083333334, 0, 0
9.863935083333335, 1, 0
9.863936083333334, 0, 0
9.863937083333333, 1, 0
9.863938083333334, 0, 0
9.863939083333333, 1, 0
9.863940083333334, 0, 0
9.863941083333334, 1, 0
9.863942083333335, 0, 0
9.863943083333334, 1, 0
9.863944083333333, 0, 0
9.863945083333334, 1, 0
9.863946083333333, 0, 0
9.863947083333334, 1, 0
9.863948083333334, 0, 0
9.863949083333335, 1, 0
9.863950083333334, 0, 0
9.863951083333333, 1, 0
9.863952083333334, 0, 0
9.863953083333334, 1, 0
9.863954083333335, 0, 0
9.863955083333334, 1, 0
9.863956083333333, 0, 0
9.863957083333334, 1, 0
9.863958083333333, 0, 0
9.863959083333334, 1, 0
9.863960083333334, 0, 0
9.863961083333335, 1, 0
9.863962083333334, 0, 0
9.863963083333333, 1, 0
9.863964083333334, 0, 0
9.863965083333333, 1, 0
9.863966083333334, 0, 0
9.863967083333334, 1, 0
9.863968083333335, 0, 0
9.863969083333334, 1, 0
9.863970083333333, 0, 0
9.863971083333334, 1, 0
9.863972083333334, 0, 0
9.863972333333335, 0, 1
9.863973083333335, 1, 1
9.863974083333334, 0, 1
9.863975083333333, 1, 1
9.863976083333334, 0, 1
9.863977083333333, 1, 1
9.863978083333334, 0, 1
9.863979083333334, 1, 1
9.863980083333335, 0, 1
9.863981083333334, 1, 1
9.863982083333333, 0, 1
9.863983083333334, 1, 1
9.863984083333333, 0, 1
9.863985083333334, 1, 1
9.863986083333334, 0, 1
9.863987083333335, 1, 1
9.863988083333334, 0, 0
9.863989083333333, 1, 0
9.863990083333334, 0, 0
9.863991083333334, 1, 0
9.863992083333335, 0, 0
9.863993083333334, 1, 0
9.863994083333333, 0, 0
9.863995083333334, 1, 0
9.863996083333333, 0, 0
9.863997083333334, 1, 0
9.863998083333334, 0, 0
9.863999083333335, 1, 0
9.864000083333334, 0, 0
9.864001083333333, 1, 0
9.864002083333334, 0, 0
9.864003083333333, 1, 0
9.864004083333334, 0, 0
9.864005083333334, 1, 0
9.864006083333335, 0, 0
9.864007083333334, 1, 0
9.864008083333333, 0, 0
9.864009083333334, 1, 0
9.864010083333334, 0, 0
9.864011083333335, 1, 0
9.864012083333334, 0, 0
9.864013083333335, 1, 0
9.864014083333334, 0, 0
9.864015083333333, 1, 0
9.864016083333334, 0, 0
9.864017083333334, 1, 0
9.864018083333335, 0, 0
9.864019083333334, 1, 0
9.864020083333333, 0, 0
9.864021083333334, 1, 0
9.864022083333333, 0, 0
9.864023083333334, 1, 0
9.864024083333334, 0, 0
9.864025083333335, 1, 0
9.864026083333334, 0, 0
9.864027083333333, 1, 0
9.864028083333334, 0, 0
9.864029083333334, 1, 0
9.864030083333335, 0, 0
9.864031083333334, 1, 0
9.864032083333335, 0, 1
9.864033083333334, 1, 1
9.864034083333333, 0, 1
9.864035083333334, 1, 1
9.864036083333334, 0, 0
9.864037083333335, 1, 0
9.864038083333334, 0, 0
9.864039083333333, 1, 0
9.864040083333334, 0, 0
9.864041083333333, 1, 0
9.864042083333334, 0, 0
9.864043083333334, 1, 0
9.864044083333335, 0, 0
9.864045083333334, 1, 0
9.864046083333333, 0, 0
9.864047083333334, 1, 0
9.864048083333333, 0, 0
9.864049083333335, 1, 0
9.864050083333334, 0, 0
9.864051083333335, 1, 0
9.864052083333334, 0, 0
9.864053083333333, 1, 0
9.864054083333334, 0, 0
9.864055083333334, 1, 0
9.864056083333335, 0, 0
9.864057083333334, 1, 0
9.864058083333333, 0, 0
9.864059083333334, 1, 0
9.864060083333333, 0, 0
9.864061083333334, 1, 0
9.864062083333334, 0, 0
9.864063083333335, 1, 0
9.864064083333334, 0, 0
9.864065083333333, 1, 0
9.864066083333334, 0, 0
9.864067083333333, 1, 0
9.864068083333335, 0, 0
9.864069083333334, 1, 0
9.864070083333335, 0, 0
9.864071083333334, 1, 0
9.864072083333333, 0, 0
9.864073083333334, 1, 0
9.864074083333334, 0, 0
9.864075083333335, 1, 0
9.864076083333334, 0, 0
9.864077083333333, 1, 0
9.864078083333334, 0, 0
9.864079083333333, 1, 0
9.864080083333334, 0, 0
9.864081083333334, 1, 0
9.864082083333335, 0, 0
9.864083083333334, 1, 0
9.864084083333333, 0, 0
9.864085083333334, 1, 0
9.864086083333333, 0, 0
9.864087083333335, 1, 0
9.864088083333334, 0, 0
9.864089083333335, 1, 0
9.864090083333334, 0, 0
9.864091083333333, 1, 0
9.864092083333334, 0, 0
9.864093083333334, 1, 0
9.864094083333335, 0, 0
9.864095083333334, 1, 0
9.864096083333333, 0, 0
9.864097083333334, 1, 0
9.864098083333333, 0, 0
9.864099083333334, 1, 0
9.864100083333334, 0, 0
9.864101083333335, 1, 0
9.864102083333334, 0, 0
9.864103083333333, 1, 0
9.864104083333334, 0, 0
9.864105083333333, 1, 0
9.864106083333334, 0, 0
9.864107083333334, 1, 0
9.864108083333335, 0, 0
9.864109083333334, 1, 0
9.864110083333333, 0, 0
9.864111083333334, 1, 0
9.864112083333334, 0, 0
9.864113083333335, 1, 0
9.864114083333334, 0, 0
9.864115083333333, 1, 0
9.864116083333334, 0, 0
9.864117083333333, 1, 0
9.864118083333334, 0, 0
9.864119083333334, 1, 0
9.864120083333335, 0, 0
9.864121083333334, 1, 0
9.864122083333333, 0, 0
9.864123083333334, 1, 0
9.864124083333333, 0, 0
9.864125083333334, 1, 0
9.864126083333334, 0, 0
9.864127083333335, 1, 0
9.864128083333334, 0, 0
9.864129083333333, 1, 0
9.864130083333334, 0, 0
9.864131083333334, 1, 0
9.864132083333335, 0, 0
9.864133083333334, 1, 0
9.864134083333333, 0, 0
9.864135083333334, 1, 0
9.864136083333333, 0, 0
9.864137083333334, 1, 0
9.864138083333334, 0, 0
9.864139083333335, 1, 0
9.864140083333334, 0, 0
9.864141083333333, 1, 0
9.864142083333334, 0, 0
9.864143083333333, 1, 0
9.864144083333334, 0, 0
9.864145083333334, 1, 0
9.864146083333335, 0, 0
9.864147083333334, 1, 0
9.864148083333333, 0, 0
9.864149083333334, 1, 0
9.864150083333334, 0, 0
9.864151083333335, 1, 0
9.864152083333334, 0, 0
9.864153083333333, 1, 0
9.864154083333334, 0, 0
9.864155083333333, 1, 0
9.864156083333334, 0, 0
9.864157083333334, 1, 0
9.864158083333335, 0, 0
9.864159083333334, 1, 0
9.864160083333333, 0, 0
9.864161083333334, 1, 0
9.864162083333333, 0, 0
9.864163083333334, 1, 0
9.864164083333334, 0, 0
9.864165083333335, 1, 0
9.864166083333334, 0, 0
9.864167083333333, 1, 0
9.864168083333334, 0, 0
9.864169083333334, 1, 0
9.864170083333335, 0, 0
9.864171083333334, 1, 0
9.864172083333333, 0, 0
9.864173083333334, 1, 0
9.864174083333333, 0, 0
9.864175083333334, 1, 0
9.864176083333334, 0, 0
9.864177083333335, 1, 0
9.864178083333334, 0, 0
9.864179083333333, 1, 0
9.864180083333334, 0, 0
9.864181083333333, 1, 0
9.864182083333334, 0, 0
9.864183083333334, 1, 0
9.864184083333335, 0, 0
9.864185083333334, 1, 0
9.864186083333333, 0, 0
9.864187083333334, 1, 0
9.864188083333334, 0, 0
9.864189083333335, 1, 0
9.864190083333334, 0, 0
9.864191083333333, 1, 0
9.864192083333334, 0, 0
9.864193083333333, 1, 0
9.864194083333334, 0, 0
9.864195083333334, 1, 0
9.864196083333335, 0, 0
9.864197083333334, 1, 0
9.864198083333333, 0, 0
9.864199083333334, 1, 0
9.864200083333333, 0, 0
9.864201083333334, 1, 0
9.864202083333334, 0, 0
9.864203083333335, 1, 0
9.864204083333334, 0, 0
9.864205083333333, 1, 0
9.864206083333334, 0, 0
9.864207083333334, 1, 0
9.864208083333335, 0, 0
9.864209083333334, 1, 0
9.864210083333333, 0, 0
9.864211083333334, 1, 0
9.864212083333333, 0, 0
9.864213083333334, 1, 0
9.864214083333334, 0, 0
9.864215083333335, 1, 0
9.864216083333334, 0, 0
9.864217083333333, 1, 0
9.864218083333334, 0, 0
9.864219083333333, 1, 0
9.864220083333334, 0, 0
9.864221083333334, 1, 0
9.864222083333335, 0, 0
9.864223083333334, 1, 0
9.864224083333333, 0, 0
9.864225083333334, 1, 0
9.864226083333334, 0, 0
9.864227083333335, 1, 0
9.864228083333334, 0, 0
9.864229083333335, 1, 0
9.864230083333334, 0, 0
9.864231083333333, 1, 0
9.864232083333334, 0, 0
9.864233083333334, 1, 0
9.864234083333335, 0, 0
9.864235083333334, 1, 0
9.864236083333333, 0, 0
9.864237083333334, 1, 0
9.864238083333333, 0, 0
9.864239083333334, 1, 0
9.864240083333334, 0, 0
9.864241083333335, 1, 0
9.864242083333334, 0, 0
9.864243083333333, 1, 0
9.864244083333334, 0, 0
9.864245083333333, 1, 0
9.864246083333335, 0, 0
9.864247083333334, 1, 0
9.864248083333335, 0, 0
9.864249083333334, 1, 0
9.864250083333333, 0, 0
9.864251083333334, 1, 0
9.864252083333334, 0, 0
9.864253083333335, 1, 0
9.864254083333334, 0, 0
9.864255083333333, 1, 0
9.864256083333334, 0, 0
9.864257083333333, 1, 0
9.864258083333334, 0, 0
9.864259083333334, 1, 0
9.864260083333335, 0, 0
9.864261083333334, 1, 0
9.864262083333333, 0, 0
9.864263083333334, 1, 0
